country_1,country_2,t_statistic,p_value
Albania,Sao Tome and Principe,-8.180438766924953,8.814883105431983e-16
Albania,Saudi Arabia,-0.6544241931651509,0.5129940036638719
Albania,Senegal,-10.342141087244904,7.472930354580074e-24
Albania,Serbia,-2.920908275287264,0.003569661783330477
Albania,Seychelles,-4.654727570311954,3.6957217505683984e-06
Albania,Sierra Leone,-10.037304463105242,1.269213413282128e-22
Albania,Singapore,4.2000419396064315,2.910505224876112e-05
Albania,Sint Maarten (Dutch part),-14.02108068542563,1.769193404514944e-38
Albania,Slovak Republic,-0.7975261362714573,0.42533911533997915
Albania,Slovenia,0.9652810401735479,0.33464440755384683
Albania,Solomon Islands,-9.129828026072575,3.8969999802101573e-19
Albania,Somalia,-11.540990121776014,5.832753079761352e-29
Albania,South Africa,-10.095413572099536,7.186619676025135e-23
Albania,South Sudan,-9.827490763562144,8.573885623309424e-22
Albania,Spain,4.170713724933203,3.3052827972319044e-05
Albania,Sri Lanka,-3.817665861623602,0.00014311497593960453
Albania,St. Kitts and Nevis,-10.516509177928105,3.1915808120179947e-24
Albania,St. Lucia,-5.232215139335931,2.047526108188777e-07
Albania,St. Martin (French part),-9.13863245504229,1.1652773667100288e-18
Albania,St. Vincent and the Grenadines,-5.451170250593921,6.325510409752336e-08
Albania,Sudan,-10.618492154064652,5.398202006066851e-25
Albania,Suriname,-8.682445855175557,1.5899225019447092e-17
Albania,Sweden,4.235936963218347,2.490900092924653e-05
Albania,Switzerland,3.948042884155436,8.440232490318255e-05
Albania,Syrian Arab Republic,-4.7265936729744675,2.6174702273669326e-06
Albania,Tajikistan,-7.450565859018682,2.0454296432604411e-13
Albania,Tanzania,-10.431710077609596,3.1928200159432218e-24
Albania,Thailand,-4.62746313745497,4.19633915375378e-06
Albania,Timor-Leste,-9.853604770048307,6.756201342458937e-22
Albania,Togo,-11.695253195246627,1.1910994041388461e-29
Albania,Tonga,-5.373376065255331,9.683353663089696e-08
Albania,Trinidad and Tobago,-6.730783312067026,2.8664966397807133e-11
Albania,Tunisia,-3.2357394270378337,0.001254335043994839
Albania,Turkiye,-2.18704041866835,0.0289753374623003
Albania,Turkmenistan,-8.127004037762022,1.313169833045628e-15
Albania,Turks and Caicos Islands,-3.7694557346983455,0.00017689384449079347
Albania,Tuvalu,-13.768850591259055,1.2798967032169976e-38
Albania,Uganda,-11.18376581837243,2.1221184413691058e-27
Albania,Ukraine,-5.814459432968602,8.218520973712187e-09
Albania,United Arab Emirates,6.016728203150432,2.5171727359507872e-09
Albania,United Kingdom,2.452398686029419,0.014365088563244916
Albania,United States,-1.0907873096748164,0.2756343228144343
Albania,Uruguay,-2.9968050784546976,0.0027965670535514985
Albania,Uzbekistan,-7.712277913146867,3.024831858535811e-14
Albania,Vanuatu,-8.071909033109325,2.0418135218130525e-15
Albania,"Venezuela, RB",-6.746537365375919,2.5830122883788487e-11
Albania,Viet Nam,-5.415071026226832,7.725626981967252e-08
Albania,Virgin Islands (U.S.),-16.671013619342038,6.20298978497533e-51
Albania,West Bank and Gaza,-4.4140145297572095,1.1300105490904798e-05
Albania,"Yemen, Rep.",-11.355063942056322,3.82678503502061e-28
Albania,Zambia,-10.884296345173727,4.095978554856752e-26
Albania,Zimbabwe,-11.041419794649245,8.853426365697633e-27
Algeria,American Samoa,-15.540582988163012,1.876098894255479e-45
Algeria,Andorra,7.606112220484994,8.518629938966046e-14
Algeria,Angola,-10.556440741032993,9.980461790339113e-25
Algeria,Antigua and Barbuda,3.3923638968723138,0.000721130244803427
Algeria,Argentina,1.3670366431030914,0.17192762738818806
Algeria,Armenia,0.16610565791168166,0.868108028577874
Algeria,Aruba,-10.779535348054184,1.0103797931983941e-24
Algeria,Australia,9.447605976383057,2.5283621932776428e-20
Algeria,Austria,7.928005662149123,6.038470130942299e-15
